StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-18 00:23:36,2017-11-18 00:25:52,IP Address,131.216.14.20,100,135,True,2017-11-18 00:25:52,R_1k2kATSTufKTTaP,,,,,36.087707519531,-115.14849853516,anonymous,EN,Strongly Disagree,Science,Disagree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Undecided,Science,Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,97610403
2017-11-18 00:22:55,2017-11-18 00:26:15,IP Address,65.24.232.64,100,199,True,2017-11-18 00:26:16,R_3sn7fkC59PhKkb3,,,,,39.522506713867,-82.416999816895,anonymous,EN,Undecided,Science,Disagree,Science,Undecided,Science,Disagree,Science,Agree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,60957367
2017-11-18 00:23:32,2017-11-18 00:26:30,IP Address,64.126.92.250,100,177,True,2017-11-18 00:26:30,R_24PdFBnaL8lc3UA,,,,,39.014694213867,-94.739501953125,anonymous,EN,Strongly Disagree,Science,Undecided,Science,Undecided,Science,Agree,Science,Disagree,Science,Undecided,Science,Undecided,Science,Disagree,Science,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,27452852
2017-11-18 00:21:55,2017-11-18 00:27:01,IP Address,24.112.107.144,100,306,True,2017-11-18 00:27:02,R_2qkiCxo0yXl9Z0Y,,,,,31.185806274414,-82.353897094727,anonymous,EN,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Agree,Science,Disagree,Science,Strongly Agree,Science,Disagree,Science,Disagree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Undecided,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,,,46650816
2017-11-18 00:24:29,2017-11-18 00:27:21,IP Address,74.110.211.227,100,172,True,2017-11-18 00:27:22,R_246sI1jbDfnOnWY,,,,,37.552200317383,-77.458198547363,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Agree,Science,Undecided,Science,Undecided,Science,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,,,52739880
2017-11-18 00:25:24,2017-11-18 00:27:36,IP Address,70.215.134.190,100,132,True,2017-11-18 00:27:37,R_BX6XHJ3FspDBEVX,,,,,36.165893554688,-86.784400939941,anonymous,EN,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,,,86751879
2017-11-18 00:24:44,2017-11-18 00:28:08,IP Address,71.37.193.23,100,203,True,2017-11-18 00:28:09,R_2pVLlToEhbIDHAw,,,,,43.63200378418,-116.28379821777,anonymous,EN,Strongly Agree,Science,Strongly Disagree,Science,Disagree,Science,Agree,Science,Disagree,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Both of the above,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,92543780
2017-11-18 00:24:34,2017-11-18 00:28:37,IP Address,68.187.228.249,100,243,True,2017-11-18 00:28:38,R_9HKZNHU9SQXmhax,,,,,42.173492431641,-72.618598937988,anonymous,EN,Disagree,Science,Undecided,Science,Agree,Science,Agree,Science,Undecided,Science,Disagree,Science,Undecided,Pop Culture,Disagree,,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Disagree,,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,75216470
2017-11-18 00:25:46,2017-11-18 00:28:39,IP Address,72.130.146.142,100,172,True,2017-11-18 00:28:39,R_8AFcN4lgYBKjgPf,,,,,22.083694458008,-159.35530090332,anonymous,EN,Agree,Science,Disagree,Science,Disagree,Science,Agree,Science,Disagree,Science,Undecided,Science,Undecided,Science,Agree,Science,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,95375358
2017-11-18 00:26:21,2017-11-18 00:29:14,IP Address,71.162.12.62,100,172,True,2017-11-18 00:29:14,R_3NIAE6jstBcum0k,,,,,40.404998779297,-79.974098205566,anonymous,EN,Strongly Disagree,Science,Agree,Both of the above,Agree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Disagree,Science,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,94181604
2017-11-18 00:27:37,2017-11-18 00:30:00,IP Address,73.158.44.143,100,143,True,2017-11-18 00:30:01,R_1gUdCdYEJsYdDee,,,,,37.567001342773,-121.98289489746,anonymous,EN,Agree,Science,Undecided,Science,Undecided,Science,Disagree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,43125006
2017-11-18 00:26:15,2017-11-18 00:30:11,IP Address,74.43.46.83,100,235,True,2017-11-18 00:30:12,R_2anwltzXhmoCEC2,,,,,48.058502197266,-122.14820098877,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Undecided,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,74979163
2017-11-18 00:28:16,2017-11-18 00:31:41,IP Address,76.126.155.110,100,204,True,2017-11-18 00:31:42,R_1DnXZL3siaxBwM7,,,,,37.498001098633,-122.26719665527,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,,,90504873
2017-11-18 00:24:07,2017-11-18 00:31:43,IP Address,197.210.29.161,100,456,True,2017-11-18 00:31:44,R_DOFZ7Jq5xgHBYFH,,,,,6.4530944824219,3.3957977294922,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Undecided,Science,Disagree,Science,Undecided,,Undecided,,Undecided,,Undecided,,Undecided,,Undecided,,Undecided,,Agree,Pop Culture,,,70302148
2017-11-18 00:28:25,2017-11-18 00:33:45,IP Address,196.151.116.104,100,319,True,2017-11-18 00:33:45,R_3lM8jDGxVsSMTNP,,,,,30.035507202148,31.223007202148,anonymous,EN,Strongly Agree,Science,Disagree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Agree,Science,Undecided,Science,Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,47075367
2017-11-18 00:31:38,2017-11-18 00:34:22,IP Address,192.136.218.189,100,164,True,2017-11-18 00:34:23,R_2Tzrz89l6sRl7aY,,,,,32.661499023438,-97.169403076172,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Disagree,Science,Strongly Disagree,Science,Undecided,Science,Strongly Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,,,38328328
2017-11-18 00:32:19,2017-11-18 00:34:39,IP Address,98.227.97.139,100,140,True,2017-11-18 00:34:40,R_PMyZEZTL6yvdof7,,,,,42.456298828125,-87.870399475098,anonymous,EN,Disagree,Science,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,83831792
2017-11-18 00:31:41,2017-11-18 00:34:46,IP Address,68.4.194.37,100,184,True,2017-11-18 00:34:46,R_22rzMv09P2S4z4V,,,,,33.645095825195,-117.67860412598,anonymous,EN,Disagree,Science,Disagree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Undecided,Science,Agree,Science,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,85593724
2017-11-18 00:31:54,2017-11-18 00:35:54,IP Address,99.43.85.48,100,239,True,2017-11-18 00:35:54,R_3PuFVPmpdKo5ge9,,,,,34.112503051758,-118.19079589844,anonymous,EN,Undecided,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Undecided,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,33637480
2017-11-18 00:33:52,2017-11-18 00:37:24,IP Address,69.245.146.76,100,212,True,2017-11-18 00:37:25,R_3FOI5e9XFWJvJ6h,,,,,41.100494384766,-85.181999206543,anonymous,EN,Disagree,Both of the above,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Both of the above,Strongly Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,43271577
2017-11-18 00:31:13,2017-11-18 00:38:49,IP Address,108.243.20.180,100,455,True,2017-11-18 00:38:49,R_25Y4M8pxkVcJn49,,,,,42.931396484375,-85.649696350098,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Both of the above,Strongly Agree,Science,Agree,Science,,,63299004
2017-11-18 00:38:20,2017-11-18 00:40:35,IP Address,96.19.52.198,100,135,True,2017-11-18 00:40:36,R_3NKwuyAEeoyJq7e,,,,,43.428497314453,-112.00409698486,anonymous,EN,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Science,Undecided,Science,Strongly Agree,Science,Strongly Agree,Pop Culture,Strongly Disagree,Science,Strongly Agree,Both of the above,Strongly Disagree,Pop Culture,Undecided,Science,Strongly Disagree,Pop Culture,Strongly Agree,Science,Strongly Agree,Both of the above,,,52516600
2017-11-18 00:34:45,2017-11-18 00:41:31,IP Address,107.12.251.52,100,406,True,2017-11-18 00:41:32,R_2f9vlzlthWX4k6w,,,,,34.900802612305,-76.826202392578,anonymous,EN,Agree,,Disagree,,Undecided,,Agree,,Disagree,Science,Disagree,,Undecided,,Strongly Disagree,,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,96776490
2017-11-18 00:37:39,2017-11-18 00:41:33,IP Address,173.91.212.13,100,234,True,2017-11-18 00:41:34,R_1LIrPm2oloMEBmJ,,,,,41.1708984375,-80.679901123047,anonymous,EN,Agree,,Agree,,Strongly Disagree,,Disagree,,Undecided,,Agree,,Undecided,,Undecided,,Undecided,,Agree,,Undecided,,Agree,,Undecided,,Agree,,Undecided,,Agree,,Agree,,87011177
2017-11-18 00:40:43,2017-11-18 00:42:48,IP Address,70.120.65.158,100,124,True,2017-11-18 00:42:48,R_Rk9Fll0b9Z4yy1X,,,,,29.319000244141,-98.365898132324,anonymous,EN,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Undecided,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,65937650
2017-11-18 00:38:12,2017-11-18 00:43:46,IP Address,107.77.161.10,100,333,True,2017-11-18 00:43:46,R_323FcZ28HjHogqF,,,,,34.746505737305,-92.289596557617,anonymous,EN,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Undecided,Pop Culture,Agree,Science,Agree,Science,Strongly Disagree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,19089986
2017-11-18 00:42:17,2017-11-18 00:43:48,IP Address,203.223.190.79,100,90,True,2017-11-18 00:43:49,R_2yfs29LKh9HYV5b,,,,,10.992492675781,76.961395263672,anonymous,EN,Strongly Agree,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Both of the above,Agree,Both of the above,Undecided,Pop Culture,Strongly Agree,Science,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Both of the above,Agree,Pop Culture,Agree,Science,Strongly Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,Strongly Agree,Science,56183540
2017-11-18 00:42:00,2017-11-18 00:45:19,IP Address,98.122.124.95,100,199,True,2017-11-18 00:45:20,R_1ro9Tawj8fM5fom,,,,,33.560302734375,-79.044097900391,anonymous,EN,Strongly Disagree,Science,Disagree,Science,Disagree,Science,Agree,Science,Strongly Disagree,Science,Disagree,Science,Disagree,Science,Disagree,Science,Agree,Pop Culture,Disagree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,23541649
2017-11-18 00:43:30,2017-11-18 00:46:36,IP Address,98.80.219.108,100,186,True,2017-11-18 00:46:37,R_3RwT0klRSlkhLgv,,,,,32.728805541992,-83.686500549316,anonymous,EN,Undecided,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Science,Disagree,Science,Undecided,Science,Disagree,Science,Strongly Disagree,Science,Agree,Pop Culture,Undecided,,Agree,Pop Culture,Disagree,Pop Culture,Undecided,,Agree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,,,39247501
2017-11-18 00:43:41,2017-11-18 00:46:43,IP Address,24.90.165.185,100,181,True,2017-11-18 00:46:43,R_1LolaKg5QBMbZpg,,,,,40.761596679688,-73.794898986816,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,,,73528223
2017-11-18 00:45:34,2017-11-18 00:49:11,IP Address,106.129.124.159,100,216,True,2017-11-18 00:49:12,R_rezQJmBhiZWZCrn,,,,,35.690002441406,139.69000244141,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,,,38427484
2017-11-18 00:36:02,2017-11-18 00:51:04,IP Address,72.69.250.121,100,901,True,2017-11-18 00:51:04,R_1dM5ZqW6gfr1m7q,,,,,40.722793579102,-73.516998291016,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Undecided,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,19749310
2017-11-18 00:52:09,2017-11-18 00:54:26,IP Address,73.239.125.246,100,137,True,2017-11-18 00:54:27,R_2veRJqEW0XC5rzS,,,,,47.284301757812,-122.38909912109,anonymous,EN,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Disagree,Science,Agree,Both of the above,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,69515881
2017-11-18 00:52:51,2017-11-18 00:56:04,IP Address,107.4.110.96,100,192,True,2017-11-18 00:56:04,R_2zl5jjKE8wEpcVK,,,,,42.083801269531,-83.658500671387,anonymous,EN,Disagree,Science,Disagree,,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Science,Agree,Pop Culture,Disagree,,Agree,Pop Culture,Disagree,,Agree,Pop Culture,Agree,Pop Culture,Undecided,,Agree,Pop Culture,,,80484096
