StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-17 12:24:38,2017-11-17 12:28:34,IP Address,73.137.114.218,100,236,True,2017-11-17 12:28:35,R_VXeX8fH53nBuRfr,,,,,33.920303344727,-84.61799621582,anonymous,EN,Disagree,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Both of the above,Disagree,Both of the above,Agree,Pop Culture,Disagree,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,22394416
2017-11-17 12:24:30,2017-11-17 12:29:29,IP Address,110.227.224.160,100,298,True,2017-11-17 12:29:30,R_2Se6Tsz8shpUL5g,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Agree,Pop Culture,Agree,Science,Agree,Both of the above,Agree,,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,93460081
2017-11-17 12:28:22,2017-11-17 12:29:57,IP Address,50.78.130.41,100,95,True,2017-11-17 12:29:57,R_3KAA2UcDusjpTAl,,,,,39.875106811523,-75.321403503418,anonymous,EN,Agree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Undecided,Science,Undecided,Science,Disagree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Science,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,17388913
2017-11-17 12:24:43,2017-11-17 12:30:09,IP Address,117.206.130.141,100,326,True,2017-11-17 12:30:10,R_1g6BxE4HYNId9Lq,,,,,9.5166931152344,78.100006103516,anonymous,EN,Agree,Both of the above,Undecided,Science,Strongly Agree,Both of the above,Agree,,Agree,Science,Agree,Science,Disagree,Science,Undecided,Pop Culture,Undecided,,Undecided,,Undecided,,Undecided,,Undecided,,Undecided,Pop Culture,Undecided,Science,Undecided,,,,67501134
2017-11-17 12:28:10,2017-11-17 12:30:25,IP Address,76.106.173.203,100,135,True,2017-11-17 12:30:26,R_8hUuYvujZTxbRVn,,,,,30.304306030273,-81.730598449707,anonymous,EN,Strongly Disagree,Both of the above,Undecided,Science,Strongly Agree,Science,Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,81029733
2017-11-17 12:26:44,2017-11-17 12:30:46,IP Address,184.158.68.231,100,242,True,2017-11-17 12:30:47,R_cZtuV4Ye4UHBhPH,,,,,43.863098144531,-91.262100219727,anonymous,EN,Undecided,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,,Strongly Agree,,Strongly Agree,Pop Culture,Strongly Disagree,,Undecided,,Strongly Agree,,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,97320821
2017-11-17 12:26:32,2017-11-17 12:30:57,IP Address,76.29.109.131,100,264,True,2017-11-17 12:30:58,R_2V9p7UKNIIik7g5,,,,,39.78759765625,-85.971900939941,anonymous,EN,Undecided,Both of the above,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,59640907
2017-11-17 12:28:28,2017-11-17 12:32:35,IP Address,174.126.69.194,100,246,True,2017-11-17 12:32:35,R_RCAXEMTVowqfMNb,,,,,33.568206787109,-104.42250061035,anonymous,EN,Disagree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Disagree,Science,Agree,,Undecided,,Undecided,,Disagree,,Agree,,Strongly Agree,,Undecided,,Undecided,Pop Culture,Undecided,Pop Culture,,,66219282
2017-11-17 12:29:36,2017-11-17 12:32:53,IP Address,96.65.152.187,100,196,True,2017-11-17 12:32:53,R_2Xmw0NuNPzhNnxq,,,,,30.420303344727,-84.253898620605,anonymous,EN,Agree,Pop Culture,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Science,Undecided,Pop Culture,,,81715435
2017-11-17 12:24:39,2017-11-17 12:33:03,IP Address,104.220.206.186,100,504,True,2017-11-17 12:33:04,R_1eygJoOx1tWWe3z,,,,,38.580505371094,-121.53019714355,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Disagree,Science,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,61627039
2017-11-17 12:32:13,2017-11-17 12:33:37,IP Address,103.21.78.154,100,84,True,2017-11-17 12:33:38,R_e5m7tnLjrvliaxb,,,,,10.350006103516,77.950012207031,anonymous,EN,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,56158478
2017-11-17 12:24:34,2017-11-17 12:34:17,IP Address,59.93.13.241,100,583,True,2017-11-17 12:34:17,R_2OU3reyU88Vhh1o,,,,,11.649993896484,78.166687011719,anonymous,EN,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Agree,Both of the above,Strongly Agree,Both of the above,Disagree,,Undecided,,Agree,Science,Undecided,Pop Culture,Agree,Pop Culture,Undecided,,Agree,Pop Culture,Undecided,Pop Culture,Undecided,,Agree,Science,,,82604621
2017-11-17 12:29:53,2017-11-17 12:35:01,IP Address,122.165.160.217,100,308,True,2017-11-17 12:35:02,R_2ZTz8rtj1UKHLUL,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,20802671
2017-11-17 12:33:21,2017-11-17 12:35:09,IP Address,71.51.45.118,100,107,True,2017-11-17 12:35:10,R_2dYoalDhKaXY0Aw,,,,,31.004302978516,-97.754302978516,anonymous,EN,Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,,,38518254
2017-11-17 12:34:23,2017-11-17 12:36:16,IP Address,132.147.20.195,100,112,True,2017-11-17 12:36:16,R_28CyfbyQpUikkUY,,,,,33.571594238281,-81.84220123291,anonymous,EN,Disagree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Science,Agree,,Strongly Disagree,,Agree,Pop Culture,Disagree,,Disagree,Pop Culture,Strongly Agree,,Disagree,,Disagree,Pop Culture,Agree,Pop Culture,,,90548044
2017-11-17 12:24:39,2017-11-17 12:36:16,IP Address,122.174.186.170,100,696,True,2017-11-17 12:36:16,R_6J8EubAhChrIiMV,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Both of the above,Agree,Both of the above,Agree,Both of the above,Agree,Both of the above,Agree,Science,Agree,Both of the above,Agree,Both of the above,Agree,Both of the above,Agree,Both of the above,Strongly Agree,Pop Culture,Agree,Both of the above,Strongly Agree,Both of the above,Strongly Agree,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Both of the above,80823960
2017-11-17 12:35:16,2017-11-17 12:37:09,IP Address,192.180.140.240,100,113,True,2017-11-17 12:37:10,R_3HkyjBZ2nWQ8XIH,,,,,37.854598999023,-85.896102905273,anonymous,EN,Undecided,Both of the above,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,83728416
2017-11-17 12:33:34,2017-11-17 12:37:38,IP Address,97.88.73.246,100,244,True,2017-11-17 12:37:39,R_1joCiIVFA4zAbYE,,,,,38.786193847656,-93.723899841309,anonymous,EN,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,,Agree,Pop Culture,Strongly Agree,,Strongly Disagree,,Disagree,Pop Culture,Agree,Pop Culture,,,55214641
2017-11-17 12:24:48,2017-11-17 12:38:37,IP Address,122.174.186.170,100,829,True,2017-11-17 12:38:37,R_2arW4wn25PMJFpK,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,,96161696
2017-11-17 12:37:02,2017-11-17 12:42:13,IP Address,69.242.81.228,100,310,True,2017-11-17 12:42:13,R_3nuYNtKXKP4VM2s,,,,,39.968307495117,-75.826698303223,anonymous,EN,Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Undecided,Science,Disagree,Science,Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,,Disagree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Disagree,,Agree,Pop Culture,,,71595962
2017-11-17 12:37:55,2017-11-17 12:44:18,IP Address,146.88.193.77,100,383,True,2017-11-17 12:44:19,R_242SpEZ5mKOQnjl,,,,,39.752502441406,-104.99949645996,anonymous,EN,Agree,Science,Strongly Agree,,Strongly Agree,Pop Culture,Strongly Agree,,Agree,Both of the above,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Both of the above,Agree,Pop Culture,Strongly Agree,,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,,Strongly Agree,,Strongly Agree,Pop Culture,Strongly Agree,,,,39864748
2017-11-17 12:40:04,2017-11-17 12:45:08,IP Address,122.165.160.217,100,304,True,2017-11-17 12:45:09,R_2YX3Jl9PfWhduG3,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,,Agree,Science,Undecided,Pop Culture,Strongly Disagree,Science,Agree,Science,Agree,Science,Undecided,,Agree,Both of the above,Strongly Agree,,Agree,Pop Culture,Agree,Science,Agree,,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Science,89626542
2017-11-17 12:41:32,2017-11-17 12:46:59,IP Address,66.76.210.149,100,326,True,2017-11-17 12:46:59,R_2SoYpcHJ07zc6t3,,,,,30.653503417969,-97.582801818848,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Agree,Both of the above,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,96724435
2017-11-17 12:37:26,2017-11-17 12:58:36,IP Address,71.206.203.234,100,1270,True,2017-11-17 12:58:36,R_3IY2QBTDPi6ntJQ,,,,,40.572799682617,-79.724800109863,anonymous,EN,Agree,Science,Undecided,Science,Undecided,Science,Agree,Science,Undecided,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Both of the above,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Science,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,,,97301615
2017-11-17 12:54:33,2017-11-17 13:00:10,IP Address,122.165.160.217,100,337,True,2017-11-17 13:00:10,R_24vKCdEeIieJmyV,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Agree,Science,Strongly Agree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Science,Strongly Agree,Both of the above,Agree,Pop Culture,Strongly Agree,Science,Strongly Agree,Both of the above,Agree,Both of the above,Agree,Science,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Both of the above,Strongly Agree,Science,Strongly Agree,Both of the above,11501611
2017-11-17 12:40:46,2017-11-17 13:03:24,IP Address,157.50.15.209,100,1358,True,2017-11-17 13:03:25,R_Or16VjawR6SBf1v,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Disagree,,Agree,Science,Agree,,Strongly Disagree,,Undecided,,Undecided,,Disagree,,Disagree,,Undecided,,Disagree,,Strongly Disagree,,Undecided,,Undecided,,,,90213535
2017-11-17 13:10:38,2017-11-17 13:20:50,IP Address,122.174.186.170,100,612,True,2017-11-17 13:20:51,R_WjGBh218aoCW40N,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Agree,Both of the above,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Both of the above,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Both of the above,Agree,,47445818
2017-11-17 13:20:45,2017-11-17 13:23:16,IP Address,73.153.45.51,100,150,True,2017-11-17 13:23:16,R_2pPIO31XWQ3xjML,,,,,40.399597167969,-104.80020141602,anonymous,EN,Undecided,,Agree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,22708319
2017-11-17 14:15:19,2017-11-17 14:17:45,IP Address,104.62.180.203,100,146,True,2017-11-17 14:17:46,R_2wKnLqxXTwmaP1T,,,,,32.719100952148,-117.16070556641,anonymous,EN,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Disagree,,Disagree,,Agree,Pop Culture,Agree,,Agree,Pop Culture,Strongly Disagree,,Disagree,,Undecided,Pop Culture,Undecided,Pop Culture,,,39121337
2017-11-17 14:15:18,2017-11-17 14:19:50,IP Address,24.113.4.88,100,272,True,2017-11-17 14:19:51,R_9ppGDX80ZxUIhQR,,,,,47.99609375,-123.25189971924,anonymous,EN,Agree,Both of the above,Undecided,Science,Agree,Science,Strongly Agree,Science,Disagree,Pop Culture,Disagree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,67435906
2017-11-17 15:11:37,2017-11-17 15:13:55,IP Address,24.102.50.88,100,138,True,2017-11-17 15:13:55,R_2Epnxazy2b7DcG7,,,,,42.964096069336,-80.05549621582,anonymous,EN,Agree,Science,Undecided,Science,Agree,Science,Agree,Science,Strongly Disagree,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,,,18665580
2017-11-17 15:13:11,2017-11-17 15:15:02,IP Address,72.178.17.18,100,110,True,2017-11-17 15:15:03,R_27xoclTtmLzda59,,,,,31.902297973633,-106.40650177002,anonymous,EN,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Pop Culture,Undecided,Both of the above,Agree,Pop Culture,Undecided,Both of the above,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,82281837
