StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-17 22:36:45,2017-11-17 22:38:02,IP Address,122.164.84.233,100,76,True,2017-11-17 22:38:03,R_uqTAbwhO8kBcWsN,,,,,10.050003051758,78.333312988281,anonymous,EN,Strongly Agree,Pop Culture,Strongly Agree,Science,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Science,Strongly Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Undecided,Science,Agree,Both of the above,Agree,Both of the above,Agree,Science,Strongly Agree,Both of the above,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,46256635
2017-11-17 22:35:19,2017-11-17 22:38:29,IP Address,72.68.138.27,100,190,True,2017-11-17 22:38:30,R_3fowkRf1KxJSasd,,,,,40.574905395508,-73.844596862793,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,,,75908645
2017-11-17 22:36:45,2017-11-17 22:38:36,IP Address,182.77.105.107,100,110,True,2017-11-17 22:38:36,R_1r6UwAkXbCO2Kni,,,,,28.600006103516,77.200012207031,anonymous,EN,Undecided,Both of the above,Strongly Agree,Pop Culture,Agree,Both of the above,Disagree,,Agree,Both of the above,Agree,,Agree,Science,Agree,Pop Culture,Undecided,Science,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Both of the above,Agree,Science,Agree,,Undecided,Both of the above,Agree,Pop Culture,81468441
2017-11-17 22:35:27,2017-11-17 22:38:37,IP Address,103.25.44.30,100,189,True,2017-11-17 22:38:37,R_1LkjeNLvVmsUcTf,,,,,9.4499969482422,77.816711425781,anonymous,EN,Agree,Both of the above,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Science,Agree,Both of the above,Agree,Both of the above,Agree,Science,Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,Agree,Science,Agree,Science,Agree,Both of the above,Agree,Pop Culture,50861211
2017-11-17 22:34:55,2017-11-17 22:38:42,IP Address,24.238.197.16,100,227,True,2017-11-17 22:38:43,R_3lSrVHe0kVJXhdd,,,,,32.69709777832,-96.685699462891,anonymous,EN,Disagree,Science,Disagree,Science,Disagree,Science,Agree,Science,Disagree,Science,Disagree,Science,Undecided,Science,Undecided,Science,Undecided,,Agree,Both of the above,Strongly Disagree,,Agree,Pop Culture,Agree,Both of the above,Disagree,Pop Culture,Disagree,Science,Undecided,Pop Culture,,,89059065
2017-11-17 22:36:30,2017-11-17 22:39:12,IP Address,66.177.115.164,100,161,True,2017-11-17 22:39:12,R_1AkUA6xsCWys0Ap,,,,,31.314697265625,-81.522201538086,anonymous,EN,Disagree,Science,Strongly Disagree,Science,Agree,Science,Undecided,Science,Agree,Science,Agree,Science,Undecided,Science,Undecided,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,41345493
2017-11-17 22:37:25,2017-11-17 22:39:26,IP Address,107.211.48.243,100,121,True,2017-11-17 22:39:27,R_yLcHuiKPd4pFMxb,,,,,34.165298461914,-84.802299499512,anonymous,EN,Agree,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Strongly Disagree,Science,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Agree,Both of the above,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,45444213
2017-11-17 22:38:02,2017-11-17 22:39:43,IP Address,99.194.122.68,100,100,True,2017-11-17 22:39:43,R_2OPkN7oKEsdXjfa,,,,,31.858093261719,-81.585403442383,anonymous,EN,Strongly Agree,Science,Undecided,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Undecided,Science,Disagree,Science,Strongly Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,,,63656010
2017-11-17 22:37:56,2017-11-17 22:39:51,IP Address,98.200.10.244,100,115,True,2017-11-17 22:39:52,R_1zdQxdW7Atolb1L,,,,,29.739700317383,-95.523803710938,anonymous,EN,Disagree,Science,Disagree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Science,Disagree,Science,Disagree,Science,Disagree,Science,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,34497773
2017-11-17 22:37:53,2017-11-17 22:39:53,IP Address,174.71.60.245,100,120,True,2017-11-17 22:39:54,R_1LIICSHXMuzPGUH,,,,,41.299301147461,-96.166603088379,anonymous,EN,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,67497452
2017-11-17 22:36:14,2017-11-17 22:40:12,IP Address,157.50.22.213,100,238,True,2017-11-17 22:40:13,R_2y3ZAIuO6DwkWKq,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Agree,,Strongly Disagree,Science,Undecided,Science,Disagree,Science,Strongly Disagree,,Undecided,,Strongly Disagree,Science,Undecided,Both of the above,Agree,,Undecided,Pop Culture,Undecided,,Undecided,,Agree,,,,84153274
2017-11-17 22:37:51,2017-11-17 22:40:17,IP Address,77.69.225.105,100,146,True,2017-11-17 22:40:18,R_2whkae5oeJA7kxp,,,,,26.236099243164,50.583099365234,anonymous,EN,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Science,Undecided,,Undecided,Pop Culture,Disagree,Both of the above,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Both of the above,Disagree,Pop Culture,,,82697009
2017-11-17 22:38:00,2017-11-17 22:40:56,IP Address,210.212.253.227,100,176,True,2017-11-17 22:40:57,R_3haVXaHQuXq7hZV,,,,,28.600006103516,77.200012207031,anonymous,EN,Agree,Pop Culture,Agree,Science,Agree,Both of the above,Disagree,Pop Culture,Agree,Both of the above,Disagree,Both of the above,Disagree,Both of the above,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Both of the above,Agree,Both of the above,Undecided,Pop Culture,Agree,Both of the above,Agree,Pop Culture,Agree,Both of the above,81813417
2017-11-17 22:36:49,2017-11-17 22:41:01,IP Address,173.217.96.226,100,251,True,2017-11-17 22:41:01,R_1Lv5Tbf2nALA6np,,,,,30.13459777832,-93.273002624512,anonymous,EN,Strongly Agree,Science,Strongly Agree,Science,Undecided,Science,Strongly Disagree,Science,Strongly Agree,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Pop Culture,Strongly Agree,Science,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,,Strongly Agree,Pop Culture,Agree,Science,Strongly Disagree,Pop Culture,,,74735786
2017-11-17 22:36:51,2017-11-17 22:41:02,IP Address,66.160.178.25,100,250,True,2017-11-17 22:41:02,R_1Fzf1PpWmvXLgMr,,,,,37.549697875977,-121.96209716797,anonymous,EN,Agree,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Both of the above,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Both of the above,Agree,Science,,,12728759
2017-11-17 22:38:00,2017-11-17 22:41:02,IP Address,72.195.209.64,100,181,True,2017-11-17 22:41:02,R_ZlYrHcjZFzhkCVr,,,,,33.507995605469,-112.12539672852,anonymous,EN,Disagree,Science,Disagree,Science,Undecided,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,96084779
2017-11-17 22:37:56,2017-11-17 22:41:07,IP Address,68.6.165.251,100,190,True,2017-11-17 22:41:08,R_2f6Djtor2ofPHcF,,,,,32.737106323242,-117.08810424805,anonymous,EN,Strongly Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,69732779
2017-11-17 22:38:02,2017-11-17 22:41:09,IP Address,68.107.136.174,100,187,True,2017-11-17 22:41:10,R_2b2hnZFKbqqjtYT,,,,,32.221694946289,-110.92649841309,anonymous,EN,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,,,29940767
2017-11-17 22:38:12,2017-11-17 22:41:19,IP Address,103.193.103.85,100,186,True,2017-11-17 22:41:20,R_3JE65Jy7bn31q24,,,,,12.983306884766,77.583312988281,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Disagree,,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,,,51559098
2017-11-17 22:35:06,2017-11-17 22:41:43,IP Address,122.178.106.0,100,396,True,2017-11-17 22:41:44,R_OuTBEWLSvYkvF8R,,,,,11.100006103516,77.350006103516,anonymous,EN,Strongly Agree,Science,Strongly Agree,,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Undecided,Science,Strongly Agree,Science,Disagree,Science,Strongly Agree,Both of the above,Agree,Science,Undecided,,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,,,44455115
2017-11-17 22:38:53,2017-11-17 22:41:47,IP Address,24.225.114.170,100,173,True,2017-11-17 22:41:47,R_dgHU6Ihwqadshod,,,,,48.769897460938,-95.790397644043,anonymous,EN,Strongly Agree,Science,Disagree,Science,Disagree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,70074674
2017-11-17 22:37:17,2017-11-17 22:41:57,IP Address,96.49.74.168,100,279,True,2017-11-17 22:41:57,R_6DUbt7jZkwEQrDj,,,,,49.236602783203,-122.85209655762,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Agree,,Agree,,Strongly Disagree,Science,Disagree,,Disagree,,Strongly Disagree,,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,25555733
2017-11-17 22:38:09,2017-11-17 22:42:02,IP Address,117.202.244.199,100,232,True,2017-11-17 22:42:02,R_1nQ0OYUFZQslMGR,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Agree,,Agree,,Agree,,Strongly Agree,Pop Culture,Agree,Science,Undecided,,Disagree,,,,39429777
2017-11-17 22:39:53,2017-11-17 22:42:19,IP Address,71.37.211.237,100,146,True,2017-11-17 22:42:20,R_2X7Hdn61MEfoRC3,,,,,43.612106323242,-116.39149475098,anonymous,EN,Strongly Disagree,Science,Disagree,Science,Agree,Science,Agree,Science,Disagree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Agree,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,,,58381764
2017-11-17 22:41:01,2017-11-17 22:43:48,IP Address,65.96.231.40,100,167,True,2017-11-17 22:43:49,R_3MyBoQf2PuJxxxe,,,,,42.654098510742,-71.921997070312,anonymous,EN,Agree,Science,Disagree,Science,Disagree,Science,Strongly Agree,Science,Undecided,Science,Agree,Science,Disagree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,,,48310366
2017-11-17 22:36:31,2017-11-17 22:44:07,IP Address,117.203.75.26,100,455,True,2017-11-17 22:44:07,R_3MsrfJGYPKH4IIJ,,,,,10.992492675781,76.961395263672,anonymous,EN,Undecided,Science,Agree,Science,Strongly Disagree,Science,Disagree,Science,Strongly Agree,Science,Undecided,Science,Disagree,,Disagree,,Agree,Both of the above,Undecided,Science,Agree,,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,,Strongly Agree,,,,71168031
2017-11-17 22:37:19,2017-11-17 22:45:47,IP Address,117.203.75.26,100,508,True,2017-11-17 22:45:48,R_2bPGvqYVRTJ9I1a,,,,,10.992492675781,76.961395263672,anonymous,EN,Disagree,Science,Agree,Science,Strongly Disagree,,Agree,Science,Disagree,Science,Disagree,Science,Disagree,,Disagree,Both of the above,Disagree,,Agree,Science,Agree,Pop Culture,Strongly Agree,,Undecided,Pop Culture,Disagree,,Undecided,Science,Agree,,,,32724226
2017-11-17 22:37:00,2017-11-17 22:45:53,IP Address,49.205.220.29,100,533,True,2017-11-17 22:45:53,R_3n5pq9PtqICQpvH,,,,,12.983306884766,77.583312988281,anonymous,EN,Agree,Science,Agree,Both of the above,Agree,Science,Agree,,Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Disagree,Science,Agree,,Agree,Science,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,,,32003257
2017-11-17 22:36:12,2017-11-17 22:45:57,IP Address,106.51.172.189,100,585,True,2017-11-17 22:45:58,R_2f1jqNhihlOHA6S,,,,,14.433303833008,79.966705322266,anonymous,EN,Agree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Agree,Science,Undecided,,Agree,,Undecided,Science,Undecided,,Undecided,Pop Culture,Agree,,Disagree,,Undecided,,Strongly Disagree,,,,73890118
2017-11-17 22:43:40,2017-11-17 22:46:32,IP Address,122.174.102.40,100,171,True,2017-11-17 22:46:32,R_237CLYVXMX2ATiN,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Agree,Both of the above,Agree,Both of the above,Agree,Both of the above,Agree,,Undecided,,Agree,Pop Culture,Agree,Science,Agree,Science,Undecided,,Agree,Science,Agree,Both of the above,Agree,Both of the above,Undecided,Both of the above,Agree,Pop Culture,Agree,Both of the above,Agree,Pop Culture,Agree,Science,91786321
2017-11-17 22:45:04,2017-11-17 22:47:05,IP Address,157.50.10.250,100,120,True,2017-11-17 22:47:05,R_82eFbmC0uHyVMtj,,,,,13.083297729492,80.283294677734,anonymous,EN,Strongly Disagree,Science,Agree,Science,Agree,Pop Culture,Undecided,Science,Agree,Science,Undecided,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Agree,Science,Undecided,Both of the above,Strongly Agree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Both of the above,Agree,Pop Culture,Strongly Agree,Pop Culture,,,23046828
2017-11-17 22:48:19,2017-11-17 22:50:57,IP Address,204.111.55.150,100,157,True,2017-11-17 22:50:57,R_BWjmnYnecF9PZmN,,,,,38.891006469727,-78.534103393555,anonymous,EN,Disagree,Science,Disagree,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,,,55078215
2017-11-17 22:44:54,2017-11-17 22:54:30,IP Address,122.165.162.233,100,575,True,2017-11-17 22:54:30,R_1ODcLmoWKtKh3g2,,,,,13.083297729492,80.283294677734,anonymous,EN,Agree,Science,Agree,Science,Agree,Pop Culture,Agree,Science,Undecided,Both of the above,Agree,Science,Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Undecided,Both of the above,Undecided,,Undecided,,Agree,Pop Culture,Undecided,Pop Culture,Agree,,Agree,Both of the above,Undecided,Both of the above,23834476
2017-11-17 22:48:12,2017-11-17 23:03:01,IP Address,122.178.106.0,100,889,True,2017-11-17 23:03:02,R_1MM5y7tla4lMX96,,,,,11.100006103516,77.350006103516,anonymous,EN,Agree,Science,Undecided,Science,Agree,,Strongly Agree,Science,Agree,Both of the above,Strongly Agree,Science,Undecided,Science,Disagree,Science,Agree,,Undecided,Science,Disagree,,Undecided,,Agree,Science,Agree,,Undecided,,Agree,Science,,,37886306
2017-11-17 23:15:12,2017-11-17 23:17:42,IP Address,71.224.29.219,100,149,True,2017-11-17 23:17:42,R_3gZt59w3VEuIBXx,,,,,40.260498046875,-75.615501403809,anonymous,EN,Agree,Science,Undecided,Science,Undecided,Science,Agree,Science,Undecided,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,,,97197017
