StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-20 00:30:58,2017-11-20 00:34:39,IP Address,67.50.129.5,100,221,True,2017-11-20 00:34:40,R_Ddd2r1casZuQCgV,,,,,41.315505981445,-111.96269989014,anonymous,EN,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Disagree,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Science,Disagree,Science,Agree,Science,Agree,Pop Culture,Agree,Science,,,64880589
2017-11-20 00:32:12,2017-11-20 00:35:02,IP Address,68.6.165.251,100,170,True,2017-11-20 00:35:03,R_3Em6o4j7gzoEqSo,,,,,32.737106323242,-117.08810424805,anonymous,EN,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Disagree,Pop Culture,Strongly Disagree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Science,Agree,Science,Strongly Disagree,Pop Culture,Disagree,Science,,,93025504
2017-11-20 00:31:48,2017-11-20 00:35:47,IP Address,99.169.90.0,100,239,True,2017-11-20 00:35:48,R_2ZWCXOO0plmVfXu,,,,,28.016998291016,-80.673599243164,anonymous,EN,Agree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Disagree,Science,Undecided,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Undecided,Science,,,85087724
2017-11-20 00:31:35,2017-11-20 00:36:00,IP Address,198.7.59.107,100,264,True,2017-11-20 00:36:01,R_bsGxjZjV4JlbFV7,,,,,38.770095825195,-77.632102966309,anonymous,EN,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Disagree,Science,Agree,Science,Agree,Pop Culture,Disagree,Science,Agree,Pop Culture,Agree,Science,Disagree,Science,Disagree,Science,Disagree,Both of the above,Agree,Science,,,46661764
2017-11-20 00:31:46,2017-11-20 00:36:26,IP Address,142.129.9.56,100,279,True,2017-11-20 00:36:27,R_9Ho3LkeqKV0VpCx,,,,,34.164794921875,-118.4008026123,anonymous,EN,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Disagree,Science,Agree,Science,Agree,Science,Disagree,Pop Culture,Disagree,Science,,,91839970
2017-11-20 00:33:11,2017-11-20 00:36:27,IP Address,68.84.192.242,100,195,True,2017-11-20 00:36:28,R_1hSw6CQbT4tUErY,,,,,32.308898925781,-111.1662979126,anonymous,EN,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Undecided,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Science,Disagree,Pop Culture,Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Disagree,Pop Culture,Agree,Science,,,22233271
2017-11-20 00:33:21,2017-11-20 00:36:42,IP Address,67.249.179.190,100,200,True,2017-11-20 00:36:43,R_rrQlZFQtogk7r1v,,,,,43.10920715332,-74.864196777344,anonymous,EN,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Science,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Science,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Strongly Agree,Science,Disagree,Science,Undecided,Science,Strongly Disagree,Pop Culture,Agree,Science,,,69922890
2017-11-20 00:34:35,2017-11-20 00:37:16,IP Address,174.216.19.203,100,160,True,2017-11-20 00:37:17,R_1Hbq6aUYh0wAYrV,,,,,47.583892822266,-122.29949951172,anonymous,EN,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Disagree,Science,Disagree,Science,Strongly Agree,Science,Undecided,Pop Culture,Disagree,Science,,,95467803
2017-11-20 00:35:02,2017-11-20 00:37:53,IP Address,96.35.224.226,100,171,True,2017-11-20 00:37:54,R_Yc2izqXYnc45fnH,,,,,37.337005615234,-89.591102600098,anonymous,EN,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Science,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Science,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Pop Culture,Disagree,Science,Agree,Science,Agree,Science,Strongly Disagree,Science,Disagree,Science,,,65843356
2017-11-20 00:33:58,2017-11-20 00:37:55,IP Address,23.89.203.226,100,236,True,2017-11-20 00:37:56,R_3iRxZAW3anu5Hal,,,,,32.778701782227,-96.821701049805,anonymous,EN,Agree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Agree,Science,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Science,Disagree,Pop Culture,Agree,Science,Strongly Disagree,Pop Culture,Disagree,Science,Disagree,Pop Culture,Disagree,Science,,,65828616
2017-11-20 00:36:44,2017-11-20 00:38:25,IP Address,189.216.122.68,100,100,True,2017-11-20 00:38:26,R_2veS9gCvnFYE2ju,,,,,19.434204101562,-99.138603210449,anonymous,EN,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Science,Agree,Pop Culture,Undecided,Science,Agree,Pop Culture,Agree,Science,Undecided,Science,Undecided,Science,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,,31131957
2017-11-20 00:36:50,2017-11-20 00:38:43,IP Address,68.113.100.115,100,112,True,2017-11-20 00:38:44,R_A7GQnq6xLZ3VyEh,,,,,33.728897094727,-86.648498535156,anonymous,EN,Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Undecided,Pop Culture,Disagree,Science,Undecided,Pop Culture,Agree,Science,Agree,Pop Culture,Strongly Agree,Science,Agree,Science,Undecided,Science,Disagree,Pop Culture,Agree,Science,,,81700745
2017-11-20 00:36:41,2017-11-20 00:40:22,IP Address,24.143.101.200,100,221,True,2017-11-20 00:40:23,R_ZdUxuemBBC6JBEl,,,,,47.610198974609,-122.30429840088,anonymous,EN,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Science,Strongly Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Disagree,Science,Strongly Disagree,Science,Agree,Science,Undecided,Pop Culture,Disagree,,,,52009780
2017-11-20 00:38:38,2017-11-20 00:40:29,IP Address,98.227.97.139,100,110,True,2017-11-20 00:40:30,R_3NQgy6A7izuRHxE,,,,,42.456298828125,-87.870399475098,anonymous,EN,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Science,Disagree,Science,Disagree,Pop Culture,Disagree,Science,,,68095724
2017-11-20 00:38:18,2017-11-20 00:41:12,IP Address,162.238.28.107,100,174,True,2017-11-20 00:41:13,R_1ON4y0TNxtMeabw,,,,,37.867202758789,-122.25680541992,anonymous,EN,Undecided,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Disagree,Science,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Science,Strongly Disagree,Pop Culture,Agree,Science,Undecided,Pop Culture,Disagree,Science,Agree,Science,Strongly Agree,Science,Disagree,Pop Culture,Undecided,Science,,,37920322
2017-11-20 00:37:37,2017-11-20 00:41:13,IP Address,24.139.51.71,100,215,True,2017-11-20 00:41:14,R_Y51zFTOLpFRprrP,,,,,34.782302856445,-98.601699829102,anonymous,EN,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Science,Strongly Agree,Pop Culture,Agree,Science,Strongly Agree,Pop Culture,Undecided,Science,Agree,Science,Undecided,Science,Agree,Both of the above,Undecided,Science,Undecided,,87307477
2017-11-20 00:40:03,2017-11-20 00:41:25,IP Address,108.5.246.7,100,81,True,2017-11-20 00:41:26,R_27H8lJoI1Rudkls,,,,,40.946701049805,-73.99299621582,anonymous,EN,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Undecided,Science,Agree,Pop Culture,Strongly Disagree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Pop Culture,Disagree,Science,,,79579910
2017-11-20 00:38:18,2017-11-20 00:42:27,IP Address,108.201.222.229,100,248,True,2017-11-20 00:42:28,R_3oShznfk4tvZ6fB,,,,,38.923400878906,-121.07049560547,anonymous,EN,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Science,Disagree,Pop Culture,Disagree,Pop Culture,Disagree,Science,Undecided,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Undecided,Science,Agree,Science,Strongly Disagree,Pop Culture,Strongly Agree,Science,,,14421219
2017-11-20 00:39:52,2017-11-20 00:42:58,IP Address,71.231.2.161,100,185,True,2017-11-20 00:42:59,R_ZkttX1VmVyGDKhj,,,,,47.287506103516,-122.10940551758,anonymous,EN,Disagree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Strongly Agree,Science,,,53072493
2017-11-20 00:39:40,2017-11-20 00:43:04,IP Address,70.178.45.147,100,204,True,2017-11-20 00:43:05,R_2B4ALkQU9aoUx0s,,,,,35.347900390625,-94.353202819824,anonymous,EN,Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,Science,Agree,Pop Culture,Disagree,Science,Disagree,Pop Culture,Agree,Science,Undecided,Science,Agree,Science,Strongly Disagree,Both of the above,Disagree,Science,,,59149917
2017-11-20 00:42:41,2017-11-20 00:44:13,IP Address,97.122.192.125,100,91,True,2017-11-20 00:44:14,R_3npUwRkf2PBUZkh,,,,,39.736999511719,-105.02030181885,anonymous,EN,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Science,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Undecided,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Science,Strongly Disagree,Pop Culture,Undecided,Science,,,48962610
2017-11-20 00:41:02,2017-11-20 00:45:44,IP Address,75.47.96.124,100,281,True,2017-11-20 00:45:44,R_RwcKTLo7Z1sugYp,,,,,32.892807006836,-96.870796203613,anonymous,EN,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Disagree,Pop Culture,Disagree,Science,Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Science,Disagree,Science,Strongly Disagree,Science,Disagree,Pop Culture,Agree,Science,,,78249576
2017-11-20 00:42:47,2017-11-20 00:46:11,IP Address,49.151.151.76,100,203,True,2017-11-20 00:46:12,R_29gduRSWgWUtSRw,,,,,14.573196411133,121.06970214844,anonymous,EN,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Undecided,Science,Undecided,Pop Culture,Disagree,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Strongly Disagree,,,,34316495
2017-11-20 00:42:51,2017-11-20 00:46:48,IP Address,66.222.57.36,100,236,True,2017-11-20 00:46:49,R_Wxqyk1g9bmU0Gf7,,,,,43.307495117188,-71.826202392578,anonymous,EN,Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Undecided,Pop Culture,Undecided,Science,Undecided,Science,Disagree,Science,Disagree,Pop Culture,Undecided,Science,,,22116712
2017-11-20 00:40:49,2017-11-20 00:46:53,IP Address,71.63.23.76,100,363,True,2017-11-20 00:46:54,R_2zNiuNvl7oF39dQ,,,,,38.272399902344,-77.593200683594,anonymous,EN,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Science,Undecided,Pop Culture,Disagree,Science,Undecided,Pop Culture,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Pop Culture,Undecided,Science,,,92347224
2017-11-20 00:42:10,2017-11-20 00:50:11,IP Address,76.220.18.186,100,481,True,2017-11-20 00:50:12,R_0e07aR6E8g7e7Op,,,,,37.457595825195,-122.10409545898,anonymous,EN,Undecided,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Agree,Science,Disagree,Pop Culture,Undecided,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Science,,,78705049
2017-11-20 00:48:12,2017-11-20 00:51:34,IP Address,150.129.237.12,100,202,True,2017-11-20 00:51:36,R_1N3xjkSYL84yGop,,,,,28.466705322266,77.033294677734,anonymous,EN,Undecided,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Both of the above,Agree,Science,Agree,Pop Culture,Agree,Pop Culture,Agree,Science,Disagree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Agree,Science,Disagree,Science,Strongly Agree,Science,Undecided,Both of the above,Agree,Science,,,89410685
2017-11-20 00:49:43,2017-11-20 00:53:23,IP Address,108.197.195.160,100,220,True,2017-11-20 00:53:24,R_2S003kNr1NUWUJN,,,,,36.532196044922,-95.467796325684,anonymous,EN,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Undecided,Pop Culture,Disagree,Science,Agree,Pop Culture,Undecided,Science,Strongly Agree,Pop Culture,Undecided,Science,Agree,Science,Agree,Science,Strongly Agree,Pop Culture,Undecided,Science,,,10232637
2017-11-20 00:51:45,2017-11-20 00:58:02,IP Address,208.54.39.209,100,376,True,2017-11-20 00:58:03,R_1ODLoJKAfXaEl2q,,,,,34.07780456543,-117.62609863281,anonymous,EN,Disagree,Both of the above,Disagree,Both of the above,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Science,Undecided,Both of the above,Agree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Disagree,Pop Culture,Undecided,Both of the above,Undecided,Both of the above,Agree,Science,Undecided,Pop Culture,50333806
2017-11-20 01:01:38,2017-11-20 01:05:15,IP Address,73.136.213.225,100,217,True,2017-11-20 01:05:16,R_1rMqCAbjOJ7Ni8O,,,,,29.544692993164,-95.33699798584,anonymous,EN,Undecided,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Agree,Pop Culture,Undecided,Science,Disagree,Pop Culture,Disagree,Pop Culture,Strongly Disagree,Science,Agree,Pop Culture,Undecided,Science,Agree,Pop Culture,Agree,Science,Agree,Science,Agree,Science,Undecided,Pop Culture,Undecided,Science,,,63464704
2017-11-20 00:52:20,2017-11-20 01:06:12,IP Address,42.109.194.59,100,831,True,2017-11-20 01:06:13,R_u8JDb1DC51EEm2t,,,,,12.983306884766,77.583312988281,anonymous,EN,Undecided,Pop Culture,Agree,Pop Culture,Undecided,,Agree,Pop Culture,Agree,Science,Strongly Agree,,Disagree,Pop Culture,Disagree,Science,Undecided,Pop Culture,Agree,Science,Undecided,Pop Culture,Agree,Science,Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,,,11731779
2017-11-20 01:04:37,2017-11-20 01:07:23,IP Address,50.29.225.5,100,165,True,2017-11-20 01:07:24,R_2UWUPrWjcRT9dYM,,,,,40.801605224609,-76.435401916504,anonymous,EN,Agree,Pop Culture,Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Science,Agree,Pop Culture,Agree,Pop Culture,Disagree,Science,Agree,Pop Culture,Undecided,Science,Agree,Pop Culture,Disagree,Science,Disagree,Science,Disagree,Science,Undecided,Pop Culture,Disagree,Science,,,67851384
2017-11-20 01:31:26,2017-11-20 01:34:44,IP Address,174.110.82.173,100,198,True,2017-11-20 01:34:45,R_0HP42PaRVBRrnKV,,,,,35.024597167969,-78.996803283691,anonymous,EN,Agree,Pop Culture,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Science,Agree,Pop Culture,Disagree,Pop Culture,Agree,Science,Agree,Pop Culture,Agree,Science,Agree,Pop Culture,Disagree,Science,Agree,Science,Agree,Science,Disagree,,Agree,Science,,,20572540
2017-11-20 01:41:15,2017-11-20 01:43:03,IP Address,132.205.236.34,100,107,True,2017-11-20 01:43:04,R_2VsWwuVOZNO8HZf,,,,,45.500900268555,-73.587699890137,anonymous,EN,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Science,Agree,Science,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Science,Agree,Pop Culture,Undecided,Science,Undecided,Pop Culture,Disagree,Science,Undecided,Science,Agree,Science,Agree,Both of the above,Agree,Science,,,19672528
